Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,employeeid
35,Yes,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1,2,Female,91,2,3,Healthcare Representative,2,Divorced,8606,21195,1,Y,No,19,3,4,80,0,11,3,1,11,8,3,3,1615
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,4,Female,66,3,2,Research Scientist,2,Divorced,5433,19332,1,Y,Yes,12,3,3,80,1,11,2,3,11,8,7,9,1616
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7,1617
34,No,Travel_Frequently,135,Research & Development,19,3,Medical,1,3,Male,46,3,2,Laboratory Technician,2,Single,4444,22534,4,Y,No,13,3,3,80,2,15,2,4,11,8,5,10,1618
46,Yes,Travel_Rarely,168,Sales,4,2,Marketing,1,4,Female,33,2,5,Manager,2,Married,18789,9946,2,Y,No,14,3,2,80,1,26,2,3,11,4,0,8,1619
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1,Male,61,3,3,Healthcare Representative,4,Single,10322,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1,1620
29,No,Travel_Rarely,408,Sales,23,1,Life Sciences,1,4,Male,45,2,3,Sales Executive,1,Married,7336,11162,1,Y,No,13,3,4,80,1,11,3,1,11,8,3,10,1621
36,Yes,Non-Travel,217,Research & Development,18,4,Life Sciences,1,2,Male,78,3,2,Manufacturing Director,4,Divorced,7779,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9,1622
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Y,Yes,21,4,3,80,1,12,2,3,11,9,5,7,1623
60,No,Travel_Rarely,696,Sales,7,4,Marketing,1,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9,1624
30,No,Travel_Rarely,288,Research & Development,2,3,Life Sciences,1,3,Male,99,2,2,Healthcare Representative,4,Single,4152,15830,1,Y,No,19,3,1,80,3,11,3,3,11,10,10,8,1625
31,Yes,Travel_Rarely,746,Research & Development,8,4,Life Sciences,1,3,Female,61,3,2,Manufacturing Director,4,Single,4424,20682,1,Y,No,23,4,2,80,0,11,2,3,11,7,1,8,1626
30,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,3,Male,48,3,2,Human Resources,4,Single,6347,13982,0,Y,No,19,3,4,80,0,12,2,1,11,9,4,7,1627
34,No,Travel_Rarely,1354,Research & Development,5,3,Medical,1,3,Male,45,2,3,Manager,1,Single,11631,5615,2,Y,No,12,3,4,80,0,14,6,3,11,10,5,8,1628
31,Yes,Travel_Rarely,746,Research & Development,8,4,Life Sciences,1,2,Female,61,3,2,Manufacturing Director,4,Divorced,4424,20682,1,Y,No,23,4,4,80,0,11,2,3,11,7,1,8,1629
30,No,Travel_Rarely,288,Research & Development,2,3,Life Sciences,1,3,Male,99,3,2,Healthcare Representative,4,Married,4152,15830,1,Y,Yes,19,3,3,80,3,11,3,3,11,10,10,8,1630
30,No,Travel_Rarely,1334,Sales,4,2,Medical,1,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Y,Yes,12,3,2,80,3,11,4,2,11,8,2,7,1631
32,No,Travel_Rarely,1093,Sales,6,4,Medical,1,2,Male,87,3,2,Sales Executive,3,Single,5010,24301,1,Y,No,16,3,1,80,0,12,0,3,11,8,5,7,1632
35,Yes,Travel_Rarely,1232,Sales,16,3,Marketing,1,3,Female,96,3,3,Sales Executive,2,Married,8020,5100,0,Y,No,15,3,2,80,2,12,3,2,11,9,6,9,1633
38,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,3,Male,92,3,3,Research Director,4,Single,11510,15682,0,Y,No,14,3,2,80,1,12,3,3,11,10,2,9,1634
31,No,Travel_Rarely,1232,Research & Development,7,4,Medical,1,3,Male,39,3,3,Manufacturing Director,4,Single,7143,25713,1,Y,Yes,14,3,4,80,0,11,2,2,11,9,4,10,1635
30,Yes,Non-Travel,829,Research & Development,1,1,Life Sciences,1,2,Male,88,2,3,Manufacturing Director,3,Divorced,8474,20925,1,Y,No,22,4,3,80,0,12,2,3,11,8,5,8,1636
29,No,Travel_Frequently,1413,Sales,1,1,Medical,1,2,Female,42,3,3,Sales Executive,4,Married,7918,6599,1,Y,Yes,14,3,3,80,1,11,5,3,11,10,4,1,1637
34,No,Travel_Rarely,470,Research & Development,2,4,Life Sciences,1,4,Male,84,2,2,Manufacturing Director,1,Married,5957,23687,6,Y,No,13,3,2,80,1,13,3,3,11,9,5,9,1638
30,No,Non-Travel,1116,Research & Development,2,3,Medical,1,3,Male,49,3,1,Laboratory Technician,4,Single,2564,7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7,1639
35,Yes,Travel_Rarely,619,Sales,1,3,Marketing,1,2,Female,85,3,2,Sales Executive,3,Married,4717,18659,9,Y,No,11,3,2,80,0,15,2,3,11,9,6,9,1640
29,No,Travel_Frequently,1413,Sales,1,1,Medical,1,2,Female,42,3,3,Sales Executive,4,Single,7918,6599,1,Y,No,14,3,4,80,1,11,5,3,11,10,4,1,1641
30,No,Non-Travel,829,Research & Development,1,1,Life Sciences,1,3,Male,88,2,3,Manufacturing Director,3,Single,8474,20925,1,Y,No,22,4,4,80,0,12,2,3,11,8,5,8,1642
30,Yes,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,2,Male,48,3,2,Human Resources,4,Divorced,6347,13982,0,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,7,1643
34,No,Travel_Rarely,1354,Research & Development,5,3,Medical,1,3,Female,45,3,3,Manager,1,Single,11631,5615,2,Y,Yes,12,3,3,80,0,14,6,3,11,10,5,8,1644
30,No,Travel_Rarely,1334,Sales,4,2,Medical,1,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Y,Yes,12,3,2,80,3,11,4,2,11,8,2,7,1645
32,No,Travel_Rarely,1093,Sales,6,4,Medical,1,2,Male,87,3,2,Sales Executive,3,Single,5010,24301,1,Y,No,16,3,1,80,0,12,0,3,11,8,5,7,1646
31,Yes,Travel_Rarely,1232,Research & Development,7,4,Medical,1,3,Female,39,3,3,Manufacturing Director,4,Single,7143,25713,1,Y,Yes,14,3,2,80,0,11,2,2,11,9,4,10,1647
38,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,3,Male,92,3,3,Research Director,4,Single,11510,15682,0,Y,No,14,3,2,80,1,12,3,3,11,10,2,9,1648
35,No,Travel_Rarely,1232,Sales,16,3,Marketing,1,3,Male,96,3,3,Sales Executive,2,Married,8020,5100,0,Y,No,15,3,4,80,2,12,3,2,11,9,6,9,1649
34,Yes,Travel_Rarely,470,Research & Development,2,4,Life Sciences,1,2,Male,84,2,2,Manufacturing Director,1,Divorced,5957,23687,6,Y,No,13,3,2,80,1,13,3,3,11,9,5,9,1650
30,No,Non-Travel,1116,Research & Development,2,3,Medical,1,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,Y,Yes,14,3,3,80,0,12,2,2,11,7,6,7,1651
35,No,Travel_Rarely,619,Sales,1,3,Marketing,1,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,1652
46,No,Travel_Rarely,168,Sales,4,2,Marketing,1,4,Male,33,2,5,Manager,2,Single,18789,9946,2,Y,No,14,3,3,80,1,26,2,3,11,4,0,8,1653
34,Yes,Travel_Frequently,135,Research & Development,19,3,Medical,1,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444,22534,4,Y,No,13,3,2,80,2,15,2,4,11,8,5,10,1654
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1,Male,61,3,3,Healthcare Representative,4,Single,10322,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1,1655
29,No,Travel_Rarely,408,Sales,23,1,Life Sciences,1,4,Male,45,2,3,Sales Executive,1,Married,7336,11162,1,Y,No,13,3,4,80,1,11,3,1,11,8,3,10,1656
36,Yes,Non-Travel,217,Research & Development,18,4,Life Sciences,1,2,Male,78,3,2,Manufacturing Director,4,Divorced,7779,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9,1657
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Y,Yes,21,4,3,80,1,12,2,3,11,9,5,7,1658
60,No,Travel_Rarely,696,Sales,7,4,Marketing,1,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9,1659
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,3,Male,46,3,1,Research Scientist,2,Single,3692,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7,1660
36,Yes,Travel_Rarely,938,Research & Development,2,4,Medical,1,3,Female,79,3,1,Laboratory Technician,3,Single,2519,12287,4,Y,No,21,4,2,80,0,16,6,3,11,8,3,9,1661
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1,Male,100,3,1,Human Resources,2,Single,2592,7129,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8,1662
29,No,Travel_Frequently,574,Research & Development,20,1,Medical,1,4,Male,40,3,1,Laboratory Technician,4,Married,3812,7003,1,Y,No,13,3,4,80,0,11,3,4,11,8,3,10,1663
33,Yes,Non-Travel,1283,Sales,2,3,Marketing,1,2,Female,62,3,2,Sales Executive,2,Divorced,5147,10697,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7,1664
35,No,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1,4,Female,91,3,3,Healthcare Representative,2,Single,8606,21195,1,Y,Yes,19,3,3,80,0,11,3,1,11,8,3,3,1665
34,No,Travel_Rarely,1440,Sales,7,2,Technical Degree,1,2,Male,55,3,1,Sales Representative,3,Married,2308,4944,0,Y,Yes,25,4,2,80,1,12,4,3,11,10,5,7,1666
35,No,Travel_Frequently,880,Sales,12,4,Other,1,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7,1667
34,Yes,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,4,Female,66,3,2,Research Scientist,2,Divorced,5433,19332,1,Y,No,12,3,2,80,1,11,2,3,11,8,7,9,1668
31,No,Non-Travel,697,Research & Development,10,3,Medical,1,3,Female,40,3,3,Research Director,3,Single,11031,26862,4,Y,No,20,4,3,80,1,13,2,4,11,7,4,8,1669
40,No,Travel_Rarely,444,Sales,2,2,Marketing,1,2,Male,92,3,2,Sales Executive,2,Married,5677,4258,3,Y,No,14,3,4,80,1,15,4,3,11,8,5,10,1670
40,Yes,Travel_Rarely,444,Sales,2,2,Marketing,1,2,Female,92,3,2,Sales Executive,2,Divorced,5677,4258,3,Y,No,14,3,3,80,1,15,4,3,11,8,5,10,1671
31,No,Non-Travel,697,Research & Development,10,3,Medical,1,3,Female,40,3,3,Research Director,3,Married,11031,26862,4,Y,Yes,20,4,3,80,1,13,2,4,11,7,4,8,1672
30,No,Non-Travel,829,Research & Development,1,1,Life Sciences,1,3,Male,88,2,3,Manufacturing Director,3,Single,8474,20925,1,Y,No,22,4,3,80,0,12,2,3,11,8,5,8,1673
29,No,Travel_Frequently,1413,Sales,1,1,Medical,1,2,Male,42,3,3,Sales Executive,4,Single,7918,6599,1,Y,No,14,3,4,80,1,11,5,3,11,10,4,1,1674
34,Yes,Travel_Rarely,470,Research & Development,2,4,Life Sciences,1,4,Female,84,2,2,Manufacturing Director,1,Married,5957,23687,6,Y,No,13,3,2,80,1,13,3,3,11,9,5,9,1675
30,No,Travel_Rarely,288,Research & Development,2,3,Life Sciences,1,3,Male,99,3,2,Healthcare Representative,4,Single,4152,15830,1,Y,No,19,3,1,80,3,11,3,3,11,10,10,8,1676
31,No,Travel_Rarely,746,Research & Development,8,4,Life Sciences,1,3,Male,61,3,2,Manufacturing Director,4,Single,4424,20682,1,Y,No,23,4,4,80,0,11,2,3,11,7,1,8,1677
30,Yes,Travel_Rarely,1334,Sales,4,2,Medical,1,2,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Y,Yes,12,3,2,80,3,11,4,2,11,8,2,7,1678
32,No,Travel_Rarely,1093,Sales,6,4,Medical,1,2,Male,87,3,2,Sales Executive,3,Single,5010,24301,1,Y,Yes,16,3,3,80,0,12,0,3,11,8,5,7,1679
34,No,Travel_Rarely,1354,Research & Development,5,3,Medical,1,3,Female,45,2,3,Manager,1,Single,11631,5615,2,Y,No,12,3,4,80,0,14,6,3,11,10,5,8,1680
30,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,3,Male,48,3,2,Human Resources,4,Single,6347,13982,0,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,7,1681
30,Yes,Non-Travel,1116,Research & Development,2,3,Medical,1,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,Y,No,14,3,2,80,0,12,2,2,11,7,6,7,1682
35,No,Travel_Rarely,1232,Sales,16,3,Marketing,1,3,Male,96,3,3,Sales Executive,2,Single,8020,5100,0,Y,No,15,3,3,80,2,12,3,2,11,9,6,9,1683
38,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,3,Male,92,2,3,Research Director,4,Divorced,11510,15682,0,Y,Yes,14,3,4,80,1,12,3,3,11,10,2,9,1684
31,Yes,Travel_Rarely,1232,Research & Development,7,4,Medical,1,2,Female,39,3,3,Manufacturing Director,4,Divorced,7143,25713,1,Y,Yes,14,3,3,80,0,11,2,2,11,9,4,10,1685
35,No,Travel_Rarely,619,Sales,1,3,Marketing,1,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,Y,Yes,11,3,3,80,0,15,2,3,11,9,6,9,1686
34,No,Travel_Frequently,135,Research & Development,19,3,Medical,1,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444,22534,4,Y,No,13,3,3,80,2,15,2,4,11,8,5,10,1687
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1,4,Male,63,3,1,Research Scientist,2,Single,3579,9369,0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7,1688
60,Yes,Travel_Rarely,696,Sales,7,4,Marketing,1,2,Female,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9,1689
46,No,Travel_Rarely,168,Sales,4,2,Marketing,1,4,Female,33,3,5,Manager,2,Single,18789,9946,2,Y,No,14,3,3,80,1,26,2,3,11,4,0,8,1690
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,Y,No,12,3,4,80,0,12,2,2,11,10,0,7,1691
35,Yes,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1,2,Female,91,2,3,Healthcare Representative,2,Divorced,8606,21195,1,Y,No,19,3,4,80,0,11,3,1,11,8,3,3,1692
34,No,Travel_Rarely,1440,Sales,7,2,Technical Degree,1,2,Male,55,3,1,Sales Representative,3,Married,2308,4944,0,Y,Yes,25,4,3,80,1,12,4,3,11,10,5,7,1693
36,No,Travel_Rarely,938,Research & Development,2,4,Medical,1,3,Male,79,3,1,Laboratory Technician,3,Single,2519,12287,4,Y,No,21,4,3,80,0,16,6,3,11,8,3,9,1694
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1,Male,61,3,3,Healthcare Representative,4,Single,10322,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1,1695
36,Yes,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1,Female,78,3,2,Manufacturing Director,4,Single,7779,23238,2,Y,No,20,4,2,80,0,18,0,3,11,9,0,9,1696
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1,4,Female,45,3,3,Sales Executive,1,Single,7336,11162,1,Y,No,13,3,1,80,1,11,3,1,11,8,3,10,1697
34,No,Travel_Rarely,1440,Sales,7,2,Technical Degree,1,2,Male,55,3,1,Sales Representative,3,Married,2308,4944,0,Y,Yes,25,4,4,80,1,12,4,3,11,10,5,7,1698
35,Yes,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1,2,Female,91,2,3,Healthcare Representative,2,Divorced,8606,21195,1,Y,No,19,3,4,80,0,11,3,1,11,8,3,3,1699
35,Yes,Travel_Frequently,880,Sales,12,4,Other,1,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,3,Y,Yes,24,4,3,80,0,13,2,4,11,9,6,7,1700
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,4,Female,66,3,2,Research Scientist,2,Divorced,5433,19332,1,Y,No,12,3,3,80,1,11,2,3,11,8,7,9,1701
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9,1702
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,Y,No,13,3,2,80,1,11,3,1,11,8,3,10,1703
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1,4,Male,63,3,1,Research Scientist,2,Single,3579,9369,0,Y,No,21,4,1,80,1,12,2,3,11,9,5,7,1704
60,No,Travel_Rarely,696,Sales,7,4,Marketing,1,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Y,Yes,18,3,4,80,1,12,3,3,11,7,1,9,1705
46,Yes,Travel_Rarely,168,Sales,4,2,Marketing,1,2,Female,33,2,5,Manager,2,Divorced,18789,9946,2,Y,No,14,3,3,80,1,26,2,3,11,4,0,8,1706
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,Y,Yes,12,3,3,80,0,12,2,2,11,10,0,7,1707
34,No,Travel_Frequently,135,Research & Development,19,3,Medical,1,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444,22534,4,Y,No,13,3,3,80,2,15,2,4,11,8,5,10,1708
36,No,Travel_Rarely,938,Research & Development,2,4,Medical,1,3,Male,79,3,1,Laboratory Technician,3,Single,2519,12287,4,Y,No,21,4,3,80,0,16,6,3,11,8,3,9,1709
40,Yes,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1,Female,61,3,3,Healthcare Representative,4,Married,10322,26542,4,Y,No,20,4,2,80,1,14,6,3,11,10,11,1,1710
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1,Male,100,3,1,Human Resources,2,Single,2592,7129,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8,1711
33,No,Non-Travel,1283,Sales,2,3,Marketing,1,4,Male,62,3,2,Sales Executive,2,Single,5147,10697,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7,1712
29,Yes,Travel_Frequently,574,Research & Development,20,1,Medical,1,2,Male,40,3,1,Laboratory Technician,4,Divorced,3812,7003,1,Y,No,13,3,2,80,0,11,3,4,11,8,3,10,1713
40,No,Travel_Rarely,444,Sales,2,2,Marketing,1,2,Female,92,3,2,Sales Executive,2,Married,5677,4258,3,Y,Yes,14,3,3,80,1,15,4,3,11,8,5,10,1714
31,No,Non-Travel,697,Research & Development,10,3,Medical,1,3,Female,40,3,3,Research Director,3,Married,11031,26862,4,Y,No,20,4,3,80,1,13,2,4,11,7,4,8,1715
33,No,Non-Travel,1283,Sales,2,3,Marketing,1,4,Male,62,3,2,Sales Executive,2,Single,5147,10697,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7,1716
35,Yes,Travel_Frequently,880,Sales,12,4,Other,1,4,Female,36,3,2,Sales Executive,4,Single,4581,10414,3,Y,Yes,24,4,2,80,0,13,2,4,11,9,6,7,1717
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,4,Female,66,3,2,Research Scientist,2,Single,5433,19332,1,Y,No,12,3,3,80,1,11,2,3,11,8,7,9,1718
40,No,Travel_Rarely,444,Sales,2,2,Marketing,1,2,Male,92,3,2,Sales Executive,2,Married,5677,4258,3,Y,No,14,3,4,80,1,15,4,3,11,8,5,10,1719
31,Yes,Non-Travel,697,Research & Development,10,3,Medical,1,2,Female,40,3,3,Research Director,3,Divorced,11031,26862,4,Y,No,20,4,3,80,1,13,2,4,11,7,4,8,1720
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1,Male,100,3,1,Human Resources,2,Divorced,2592,7129,5,Y,Yes,13,3,3,80,3,13,3,3,11,10,3,8,1721
29,No,Travel_Frequently,574,Research & Development,20,1,Medical,1,4,Male,40,3,1,Laboratory Technician,4,Married,3812,7003,1,Y,No,13,3,2,80,0,11,3,4,11,8,3,10,1722
36,No,Travel_Frequently,1213,Human Resources,2,1,Human Resources,1,2,Male,94,2,2,Human Resources,4,Single,3886,4223,1,Y,No,21,4,4,80,0,10,2,2,10,1,0,8,1723
36,Yes,Travel_Rarely,1266,Sales,10,4,Technical Degree,1,2,Female,63,2,2,Sales Executive,3,Married,5673,6060,1,Y,Yes,13,3,2,80,1,10,4,3,10,9,1,7,1724
31,No,Travel_Rarely,311,Research & Development,20,3,Life Sciences,1,2,Male,89,3,2,Laboratory Technician,3,Single,4197,18624,1,Y,No,11,3,1,80,1,10,2,3,10,8,0,2,1725
37,No,Travel_Rarely,370,Research & Development,10,4,Medical,1,4,Male,58,3,2,Manufacturing Director,1,Single,4213,4992,1,Y,No,15,3,4,80,0,10,4,1,10,3,0,8,1726
37,Yes,Travel_Rarely,1239,Human Resources,8,2,Other,1,2,Male,89,3,2,Human Resources,2,Divorced,4071,12832,2,Y,No,13,3,3,80,0,19,4,2,10,0,4,7,1727
35,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,1,3,Male,84,3,2,Sales Executive,4,Single,5813,13492,1,Y,Yes,18,3,3,80,0,10,2,3,10,7,7,7,1728
33,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,4,Male,90,4,1,Research Scientist,1,Married,3143,6076,6,Y,No,19,3,2,80,1,14,1,3,10,8,7,6,1729
34,No,Travel_Rarely,810,Sales,8,2,Technical Degree,1,2,Male,92,4,2,Sales Executive,3,Single,6799,22128,1,Y,No,21,4,3,80,2,10,5,3,10,8,4,8,1730
43,Yes,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,1,Female,30,3,3,Healthcare Representative,3,Married,7510,16873,1,Y,No,17,3,2,80,1,10,1,3,10,9,0,9,1731
31,No,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,1,4,Male,48,3,2,Research Scientist,1,Single,5003,5771,1,Y,No,21,4,2,80,0,10,6,3,10,8,8,7,1732
35,No,Travel_Rarely,1224,Sales,7,4,Life Sciences,1,3,Male,55,3,2,Sales Executive,4,Married,5204,13586,1,Y,Yes,11,3,4,80,0,10,2,3,10,8,0,9,1733
31,Yes,Travel_Frequently,754,Sales,26,4,Marketing,1,2,Male,63,3,2,Sales Executive,4,Divorced,5617,21075,1,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8,1734
55,No,Travel_Rarely,189,Human Resources,26,4,Human Resources,1,3,Male,71,3,5,Manager,2,Married,19636,25811,4,Y,Yes,18,3,3,80,1,35,0,3,10,9,1,4,1735
40,No,Travel_Frequently,692,Research & Development,11,3,Technical Degree,1,4,Female,73,3,2,Laboratory Technician,3,Married,6323,26849,1,Y,No,11,3,1,80,1,10,2,4,10,9,9,4,1736
33,No,Travel_Rarely,217,Sales,10,4,Marketing,1,2,Male,43,3,2,Sales Executive,3,Single,5487,10410,1,Y,No,14,3,2,80,0,10,2,2,10,4,0,9,1737
39,Yes,Travel_Rarely,867,Research & Development,9,2,Medical,1,1,Female,87,3,2,Manufacturing Director,1,Married,5151,12315,1,Y,No,25,4,2,80,1,10,3,3,10,0,7,9,1738
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,1,2,Female,91,3,4,Manager,3,Single,17426,18685,3,Y,No,25,4,3,80,1,36,6,3,10,8,4,7,1739
29,No,Travel_Rarely,991,Sales,5,3,Medical,1,1,Male,43,2,2,Sales Executive,2,Divorced,4187,3356,1,Y,Yes,13,3,4,80,1,10,3,2,10,0,0,9,1740
31,Yes,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,2,Female,67,3,2,Sales Executive,4,Divorced,5476,22589,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2,1741
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1,4,Female,59,3,2,Manufacturing Director,4,Divorced,5770,5388,1,Y,Yes,19,3,3,80,2,10,3,3,10,7,3,9,1742
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,1,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,10302,0,Y,No,15,3,4,80,1,11,3,3,10,8,0,7,1743
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1,Male,37,3,2,Human Resources,4,Single,5743,10503,4,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2,1744
45,Yes,Travel_Rarely,1015,Research & Development,5,5,Medical,1,3,Female,50,1,2,Laboratory Technician,1,Single,5769,23447,1,Y,Yes,14,3,2,80,0,10,3,3,10,7,1,4,1745
45,No,Non-Travel,336,Sales,26,3,Marketing,1,1,Male,52,3,2,Sales Executive,1,Single,4385,24162,1,Y,No,15,3,1,80,1,10,2,3,10,7,4,5,1746
46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,3,Male,34,3,2,Healthcare Representative,2,Single,5562,9697,6,Y,No,14,3,4,80,0,19,3,3,10,7,0,9,1747
30,Yes,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,2,Male,33,3,1,Research Scientist,4,Divorced,2862,3811,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8,1748
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,3,Male,74,3,3,Sales Executive,4,Divorced,10368,5596,4,Y,Yes,12,3,3,80,1,13,5,2,10,6,0,3,1749
34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,2,Female,35,2,1,Research Scientist,4,Married,2929,20338,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7,1750
43,No,Travel_Rarely,1179,Sales,2,3,Medical,1,4,Male,73,3,2,Sales Executive,4,Single,7847,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8,1751
41,Yes,Travel_Rarely,918,Sales,6,3,Marketing,1,4,Female,35,3,3,Sales Executive,3,Single,9241,15869,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7,1752
35,No,Travel_Rarely,1224,Sales,7,4,Life Sciences,1,3,Female,55,3,2,Sales Executive,4,Single,5204,13586,1,Y,No,11,3,4,80,0,10,2,3,10,8,0,9,1753
31,No,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,1,4,Male,48,1,2,Research Scientist,1,Married,5003,5771,1,Y,No,21,4,4,80,0,10,6,3,10,8,8,7,1754
40,Yes,Travel_Frequently,692,Research & Development,11,3,Technical Degree,1,2,Female,73,3,2,Laboratory Technician,3,Divorced,6323,26849,1,Y,No,11,3,1,80,1,10,2,4,10,9,9,4,1755
